comment,user_id,campaign_id,timestamp,posted_date,emoji_used,hashtag_count,base_comment_score,emoji_score,engagement_score
ea et iusto,70,132,13-04-2023 08:04,April 14,no,2,1,0,3
veritatis qui a,71,132,13-04-2023 08:04,April 14,no,4,1,0,5
quasi rerum sed,75,132,13-04-2023 08:04,April 14,yes,2,1,2,5
praesentium dolor illum,76,132,13-04-2023 08:04,April 14,yes,1,1,2,4
provident quod deleniti,79,132,13-04-2023 08:04,April 14,no,2,1,0,3
corrupti nihil distinctio,82,132,13-04-2023 08:04,April 14,yes,0,1,2,3
voluptas et ex,84,132,13-04-2023 08:04,April 14,no,5,1,0,6
incidunt temporibus pariatur,91,132,13-04-2023 08:04,April 14,no,6,1,0,7
molestias et cum,92,132,13-04-2023 08:04,April 14,yes,2,1,2,5
vel nihil doloremque,94,132,13-04-2023 08:04,April 14,yes,1,1,2,4
architecto eum laborum,95,132,13-04-2023 08:04,April 14,no,3,1,0,4
ut aut unde,96,132,13-04-2023 08:04,April 14,yes,1,1,2,4
sequi voluptatem nobis,97,132,13-04-2023 08:04,April 14,no,2,1,0,3
non eligendi impedit,100,132,13-04-2023 08:04,April 14,no,4,1,0,5
placeat unde fugiat,2,133,13-04-2023 08:04,April 14,yes,2,1,2,5
sed odio veniam,5,133,13-04-2023 08:04,April 14,yes,1,1,2,4
est aut dolore,6,133,13-04-2023 08:04,April 14,no,2,1,0,3
voluptatem eos eveniet,11,133,13-04-2023 08:04,April 14,yes,0,1,2,3
asperiores dolorem iusto,14,133,13-04-2023 08:04,April 14,no,5,1,0,6
similique tenetur ut,16,133,13-04-2023 08:04,April 14,no,6,1,0,7
facilis corrupti voluptatem,17,133,13-04-2023 08:04,April 14,yes,2,1,2,5
unde assumenda earum,20,133,13-04-2023 08:04,April 14,yes,1,1,2,4
dolorem perspiciatis quia,21,133,13-04-2023 08:04,April 14,no,3,1,0,4
et quia temporibus,24,133,13-04-2023 08:04,April 14,yes,1,1,2,4
quis ut enim,27,133,13-04-2023 08:04,April 14,no,2,1,0,3
ullam voluptatem aut,36,133,13-04-2023 08:04,April 14,no,4,1,0,5
quae saepe quo,37,133,13-04-2023 08:04,April 14,yes,2,1,2,5
enim voluptatibus tempora,41,133,13-04-2023 08:04,April 14,yes,1,1,2,4
amet consequatur rerum,42,133,13-04-2023 08:04,April 14,no,2,1,0,3
tenetur pariatur et,43,133,13-04-2023 08:04,April 14,yes,0,1,2,3
laudantium in sapiente,47,133,13-04-2023 08:04,April 14,no,5,1,0,6
aut modi rem,54,133,13-04-2023 08:04,April 14,no,6,1,0,7
qui totam molestias,57,133,13-04-2023 08:04,April 14,yes,2,1,2,5
distinctio deserunt placeat,61,133,13-04-2023 08:04,April 14,yes,1,1,2,4
necessitatibus quas quod,63,133,13-04-2023 08:04,April 14,no,3,1,0,4
architecto unde adipisci,65,133,13-04-2023 08:04,April 14,yes,1,1,2,4
et non ratione,66,133,13-04-2023 08:04,April 14,no,2,1,0,3
aut iure fugit,67,133,13-04-2023 08:04,April 14,no,4,1,0,5
voluptates quas voluptatibus,70,133,13-04-2023 08:04,April 14,yes,2,1,2,5
voluptas accusamus tenetur,71,133,13-04-2023 08:04,April 14,yes,1,1,2,4
officiis explicabo eveniet,75,133,13-04-2023 08:04,April 14,no,2,1,0,3
qui omnis doloremque,76,133,13-04-2023 08:04,April 14,yes,0,1,2,3
dolorem maxime enim,78,133,13-04-2023 08:04,April 14,no,5,1,0,6
ut voluptatem qui,84,133,13-04-2023 08:04,April 14,no,6,1,0,7
architecto quisquam commodi,91,133,13-04-2023 08:04,April 14,yes,2,1,2,5
aliquam est sunt,94,133,13-04-2023 08:04,April 14,yes,1,1,2,4
alias officiis voluptas,96,133,13-04-2023 08:04,April 14,no,3,1,0,4
et odio earum,98,133,13-04-2023 08:04,April 14,yes,1,1,2,4
fugit beatae maxime,3,134,13-04-2023 08:04,April 14,no,2,1,0,3
ipsum veniam sit,5,134,13-04-2023 08:04,April 14,no,4,1,0,5
veritatis similique occaecati,12,134,13-04-2023 08:04,April 14,yes,2,1,2,5
rerum voluptatem rerum,14,134,13-04-2023 08:04,April 14,yes,1,1,2,4
odit est consequatur,15,134,13-04-2023 08:04,April 14,no,2,1,0,3
quia recusandae laudantium,21,134,13-04-2023 08:04,April 14,yes,0,1,2,3
voluptatem ab molestiae,22,134,13-04-2023 08:04,April 14,no,5,1,0,6
eos eos consequuntur,24,134,13-04-2023 08:04,April 14,no,6,1,0,7
voluptates culpa aut,36,134,13-04-2023 08:04,April 14,yes,2,1,2,5
nihil illo enim,37,134,13-04-2023 08:04,April 14,yes,1,1,2,4
aut corporis aliquid,41,134,13-04-2023 08:04,April 14,no,3,1,0,4
accusamus fugit vitae,46,134,13-04-2023 08:04,April 14,yes,1,1,2,4
aliquid veritatis sint,50,134,13-04-2023 08:04,April 14,no,2,1,0,3
laboriosam rerum voluptas,52,134,13-04-2023 08:04,April 14,no,4,1,0,5
quis atque temporibus,54,134,13-04-2023 08:04,April 14,yes,2,1,2,5
et labore sint,57,134,13-04-2023 08:04,April 14,yes,1,1,2,4
alias sed quis,66,134,13-04-2023 08:04,April 14,no,2,1,0,3
animi consequatur necessitatibus,71,134,13-04-2023 08:04,April 14,yes,0,1,2,3
quia voluptates consequuntur,75,134,13-04-2023 08:04,April 14,no,5,1,0,6
distinctio id et,76,134,13-04-2023 08:04,April 14,no,6,1,0,7
et totam illum,84,134,13-04-2023 08:04,April 14,yes,2,1,2,5
rerum neque officia,87,134,13-04-2023 08:04,April 14,yes,1,1,2,4
quam modi illum,91,134,13-04-2023 08:04,April 14,no,3,1,0,4
distinctio illo illum,100,134,13-04-2023 08:04,April 14,yes,1,1,2,4
veritatis minima hic,2,135,13-04-2023 08:04,April 14,no,2,1,0,3
at cupiditate dolor,3,135,13-04-2023 08:04,April 14,no,4,1,0,5
mollitia est ipsum,5,135,13-04-2023 08:04,April 14,yes,2,1,2,5
a voluptatibus incidunt,6,135,13-04-2023 08:04,April 14,yes,1,1,2,4
ut earum in,9,135,13-04-2023 08:04,April 14,no,2,1,0,3
qui dolores assumenda,14,135,13-04-2023 08:04,April 14,yes,0,1,2,3
facere ut consequuntur,17,135,13-04-2023 08:04,April 14,no,5,1,0,6
quas modi neque,21,135,13-04-2023 08:04,April 14,no,6,1,0,7
doloribus in et,24,135,13-04-2023 08:04,April 14,yes,2,1,2,5
dolores voluptas omnis,27,135,13-04-2023 08:04,April 14,yes,1,1,2,4
neque quibusdam aliquid,35,135,13-04-2023 08:04,April 14,no,3,1,0,4
non sapiente repellat,36,135,13-04-2023 08:04,April 14,yes,1,1,2,4
veritatis veniam minima,41,135,13-04-2023 08:04,April 14,no,2,1,0,3
veritatis voluptatum odit,44,135,13-04-2023 08:04,April 14,no,4,1,0,5
omnis quia dicta,47,135,13-04-2023 08:04,April 14,yes,2,1,2,5
reprehenderit rem et,54,135,13-04-2023 08:04,April 14,yes,1,1,2,4
laudantium inventore quisquam,56,135,13-04-2023 08:04,April 14,no,2,1,0,3
adipisci doloremque velit,57,135,13-04-2023 08:04,April 14,yes,0,1,2,3
omnis dignissimos quas,60,135,13-04-2023 08:04,April 14,no,5,1,0,6
velit perspiciatis non,66,135,13-04-2023 08:04,April 14,no,6,1,0,7
ratione rem sint,69,135,13-04-2023 08:04,April 14,yes,2,1,2,5
accusamus et soluta,70,135,13-04-2023 08:04,April 14,yes,1,1,2,4
aut ipsum vel,71,135,13-04-2023 08:04,April 14,no,3,1,0,4
ipsa aut ratione,73,135,13-04-2023 08:04,April 14,yes,1,1,2,4
sit est quis,75,135,13-04-2023 08:04,April 14,no,2,1,0,3
aut voluptatibus voluptas,76,135,13-04-2023 08:04,April 14,no,4,1,0,5
sed minima et,82,135,13-04-2023 08:04,April 14,yes,2,1,2,5
laboriosam sit amet,91,135,13-04-2023 08:04,April 14,yes,1,1,2,4
rerum laborum consequatur,93,135,13-04-2023 08:04,April 14,no,2,1,0,3
voluptas eaque adipisci,98,135,13-04-2023 08:04,April 14,yes,0,1,2,3
et ducimus impedit,5,136,13-04-2023 08:04,April 14,no,5,1,0,6
inventore unde esse,9,136,13-04-2023 08:04,April 14,no,6,1,0,7
itaque dolore esse,13,136,13-04-2023 08:04,April 14,yes,2,1,2,5
alias voluptatem voluptatem,14,136,13-04-2023 08:04,April 14,yes,1,1,2,4
in sapiente mollitia,16,136,13-04-2023 08:04,April 14,no,3,1,0,4
eum perferendis provident,19,136,13-04-2023 08:04,April 14,yes,1,1,2,4
deleniti possimus aut,21,136,13-04-2023 08:04,April 14,no,2,1,0,3
fuga unde mollitia,24,136,13-04-2023 08:04,April 14,no,4,1,0,5
et et necessitatibus,30,136,13-04-2023 08:04,April 14,yes,2,1,2,5
esse veniam saepe,36,136,13-04-2023 08:04,April 14,yes,1,1,2,4
perspiciatis non quo,40,136,13-04-2023 08:04,April 14,no,2,1,0,3
eaque temporibus necessitatibus,41,136,13-04-2023 08:04,April 14,yes,0,1,2,3
eligendi autem magni,54,136,13-04-2023 08:04,April 14,no,5,1,0,6
aliquam accusantium placeat,56,136,13-04-2023 08:04,April 14,no,6,1,0,7
voluptates molestiae accusamus,57,136,13-04-2023 08:04,April 14,yes,2,1,2,5
incidunt et repellendus,61,136,13-04-2023 08:04,April 14,yes,1,1,2,4
vel corrupti corrupti,62,136,13-04-2023 08:04,April 14,no,3,1,0,4
commodi rem est,63,136,13-04-2023 08:04,April 14,yes,1,1,2,4
reprehenderit totam sit,65,136,13-04-2023 08:04,April 14,no,2,1,0,3
et incidunt tenetur,66,136,13-04-2023 08:04,April 14,no,4,1,0,5
deleniti dolor aliquid,70,136,13-04-2023 08:04,April 14,yes,2,1,2,5
nobis qui placeat,71,136,13-04-2023 08:04,April 14,yes,1,1,2,4
natus in quia,73,136,13-04-2023 08:04,April 14,no,2,1,0,3
voluptate fuga aut,75,136,13-04-2023 08:04,April 14,yes,0,1,2,3
a saepe commodi,76,136,13-04-2023 08:04,April 14,no,5,1,0,6
provident et maxime,79,136,13-04-2023 08:04,April 14,no,6,1,0,7
iure omnis laudantium,84,136,13-04-2023 08:04,April 14,yes,2,1,2,5
placeat qui velit,91,136,13-04-2023 08:04,April 14,yes,1,1,2,4
error hic error,93,136,13-04-2023 08:04,April 14,no,3,1,0,4
quo quod itaque,94,136,13-04-2023 08:04,April 14,yes,1,1,2,4
modi blanditiis voluptate,96,136,13-04-2023 08:04,April 14,no,2,1,0,3
dolores vitae modi,97,136,13-04-2023 08:04,April 14,no,4,1,0,5
dolorem consequatur id,99,136,13-04-2023 08:04,April 14,yes,2,1,2,5
vitae ut saepe,100,136,13-04-2023 08:04,April 14,yes,1,1,2,4
quasi dolor non,4,137,13-04-2023 08:04,April 14,no,2,1,0,3
dolor recusandae eius,5,137,13-04-2023 08:04,April 14,yes,0,1,2,3
tempore qui est,8,137,13-04-2023 08:04,April 14,no,5,1,0,6
a explicabo illo,10,137,13-04-2023 08:04,April 14,no,6,1,0,7
ex eaque consectetur,14,137,13-04-2023 08:04,April 14,yes,2,1,2,5
et ab ipsa,20,137,13-04-2023 08:04,April 14,yes,1,1,2,4
et ab voluptas,21,137,13-04-2023 08:04,April 14,no,3,1,0,4
dolor et ut,24,137,13-04-2023 08:04,April 14,yes,1,1,2,4
magnam rem qui,31,137,13-04-2023 08:04,April 14,no,2,1,0,3
voluptas saepe nisi,33,137,13-04-2023 08:04,April 14,no,4,1,0,5
illum possimus et,35,137,13-04-2023 08:04,April 14,yes,2,1,2,5
aspernatur perferendis labore,36,137,13-04-2023 08:04,April 14,yes,1,1,2,4
sint explicabo ducimus,41,137,13-04-2023 08:04,April 14,no,2,1,0,3
numquam quam facere,43,137,13-04-2023 08:04,April 14,yes,0,1,2,3
adipisci natus occaecati,48,137,13-04-2023 08:04,April 14,no,5,1,0,6
vero doloribus explicabo,54,137,13-04-2023 08:04,April 14,no,6,1,0,7
pariatur aut qui,57,137,13-04-2023 08:04,April 14,yes,2,1,2,5
pariatur tenetur iure,60,137,13-04-2023 08:04,April 14,yes,1,1,2,4
omnis velit expedita,61,137,13-04-2023 08:04,April 14,no,3,1,0,4
sint dolore autem,66,137,13-04-2023 08:04,April 14,yes,1,1,2,4
temporibus sint nesciunt,71,137,13-04-2023 08:04,April 14,no,2,1,0,3
error reiciendis aliquid,72,137,13-04-2023 08:04,April 14,no,4,1,0,5
consequatur commodi veniam,75,137,13-04-2023 08:04,April 14,yes,2,1,2,5
aut quasi debitis,76,137,13-04-2023 08:04,April 14,yes,1,1,2,4
quia cupiditate atque,78,137,13-04-2023 08:04,April 14,no,2,1,0,3
repellendus repellendus nemo,79,137,13-04-2023 08:04,April 14,yes,0,1,2,3
necessitatibus rerum pariatur,91,137,13-04-2023 08:04,April 14,no,5,1,0,6
dolor harum quia,92,137,13-04-2023 08:04,April 14,no,6,1,0,7
doloribus aut iure,94,137,13-04-2023 08:04,April 14,yes,2,1,2,5
reiciendis illum ea,5,138,13-04-2023 08:04,April 14,yes,1,1,2,4
vel omnis nulla,6,138,13-04-2023 08:04,April 14,no,3,1,0,4
odio ut at,12,138,13-04-2023 08:04,April 14,yes,1,1,2,4
omnis minima dolor,14,138,13-04-2023 08:04,April 14,no,2,1,0,3
odio consectetur dolore,20,138,13-04-2023 08:04,April 14,no,4,1,0,5
exercitationem explicabo est,21,138,13-04-2023 08:04,April 14,yes,2,1,2,5
tenetur provident et,24,138,13-04-2023 08:04,April 14,yes,1,1,2,4
ut perspiciatis dolor,28,138,13-04-2023 08:04,April 14,no,2,1,0,3
accusantium dolorem et,36,138,13-04-2023 08:04,April 14,yes,0,1,2,3
consequuntur aut corporis,37,138,13-04-2023 08:04,April 14,no,5,1,0,6
quos doloremque nam,39,138,13-04-2023 08:04,April 14,no,6,1,0,7
perferendis vel veniam,41,138,13-04-2023 08:04,April 14,yes,2,1,2,5
ut perferendis ut,42,138,13-04-2023 08:04,April 14,yes,1,1,2,4
dolorem sunt in,50,138,13-04-2023 08:04,April 14,no,3,1,0,4
quia eos non,54,138,13-04-2023 08:04,April 14,yes,1,1,2,4
iure ea non,56,138,13-04-2023 08:04,April 14,no,2,1,0,3
molestiae eos consequuntur,57,138,13-04-2023 08:04,April 14,no,4,1,0,5
quam illum error,63,138,13-04-2023 08:04,April 14,yes,2,1,2,5
cupiditate reprehenderit ea,66,138,13-04-2023 08:04,April 14,yes,1,1,2,4
voluptatibus incidunt perspiciatis,71,138,13-04-2023 08:04,April 14,no,2,1,0,3
et quisquam ea,72,138,13-04-2023 08:04,April 14,yes,0,1,2,3
porro ut porro,73,138,13-04-2023 08:04,April 14,no,5,1,0,6
nihil fugiat quae,75,138,13-04-2023 08:04,April 14,no,6,1,0,7
et quos ad,76,138,13-04-2023 08:04,April 14,yes,2,1,2,5
animi fugit dolor,85,138,13-04-2023 08:04,April 14,yes,1,1,2,4
alias nulla nihil,91,138,13-04-2023 08:04,April 14,no,3,1,0,4
ipsa ea quisquam,92,138,13-04-2023 08:04,April 14,yes,1,1,2,4
iste tempore consequatur,97,138,13-04-2023 08:04,April 14,no,2,1,0,3
enim dolorem sed,2,139,13-04-2023 08:04,April 14,no,4,1,0,5
autem et quo,5,139,13-04-2023 08:04,April 14,yes,2,1,2,5
quisquam pariatur laudantium,8,139,13-04-2023 08:04,April 14,yes,1,1,2,4
ad ad sequi,11,139,13-04-2023 08:04,April 14,no,2,1,0,3
omnis eius possimus,14,139,13-04-2023 08:04,April 14,yes,0,1,2,3
id repellat est,16,139,13-04-2023 08:04,April 14,no,5,1,0,6
id repudiandae quaerat,19,139,13-04-2023 08:04,April 14,no,6,1,0,7
voluptas rerum dolor,20,139,13-04-2023 08:04,April 14,yes,2,1,2,5
soluta provident ipsum,21,139,13-04-2023 08:04,April 14,yes,1,1,2,4
pariatur eveniet quis,24,139,13-04-2023 08:04,April 14,no,3,1,0,4
velit atque sed,30,139,13-04-2023 08:04,April 14,yes,1,1,2,4
quos et distinctio,32,139,13-04-2023 08:04,April 14,no,2,1,0,3
id est non,36,139,13-04-2023 08:04,April 14,no,4,1,0,5
ex accusantium magnam,40,139,13-04-2023 08:04,April 14,yes,2,1,2,5
laboriosam ullam suscipit,41,139,13-04-2023 08:04,April 14,yes,1,1,2,4
a aut quasi,54,139,13-04-2023 08:04,April 14,no,2,1,0,3
labore in autem,57,139,13-04-2023 08:04,April 14,yes,0,1,2,3
harum tenetur voluptate,65,139,13-04-2023 08:04,April 14,no,5,1,0,6
eveniet atque libero,66,139,13-04-2023 08:04,April 14,no,6,1,0,7
ipsa id aut,71,139,13-04-2023 08:04,April 14,yes,2,1,2,5
id et suscipit,73,139,13-04-2023 08:04,April 14,yes,1,1,2,4
excepturi dolores qui,75,139,13-04-2023 08:04,April 14,no,3,1,0,4
quae cum harum,76,139,13-04-2023 08:04,April 14,yes,1,1,2,4
totam maiores deleniti,78,139,13-04-2023 08:04,April 14,no,2,1,0,3
culpa labore facilis,91,139,13-04-2023 08:04,April 14,no,4,1,0,5
ipsam neque nam,96,139,13-04-2023 08:04,April 14,yes,2,1,2,5
cum nostrum numquam,5,140,13-04-2023 08:04,April 14,yes,1,1,2,4
est et debitis,9,140,13-04-2023 08:04,April 14,no,2,1,0,3
eius illum eos,12,140,13-04-2023 08:04,April 14,yes,0,1,2,3
in quod dolorum,14,140,13-04-2023 08:04,April 14,no,5,1,0,6
et voluptatibus sint,15,140,13-04-2023 08:04,April 14,no,6,1,0,7
iusto vero est,20,140,13-04-2023 08:04,April 14,yes,2,1,2,5
occaecati quis fugit,21,140,13-04-2023 08:04,April 14,yes,1,1,2,4
sed ut sint,24,140,13-04-2023 08:04,April 14,no,3,1,0,4
rem illo et,26,140,13-04-2023 08:04,April 14,yes,1,1,2,4
ea consectetur nemo,28,140,13-04-2023 08:04,April 14,no,2,1,0,3
odio ea perspiciatis,30,140,13-04-2023 08:04,April 14,no,4,1,0,5
praesentium dolores et,33,140,13-04-2023 08:04,April 14,yes,2,1,2,5
aut provident modi,36,140,13-04-2023 08:04,April 14,yes,1,1,2,4
eos sequi sed,39,140,13-04-2023 08:04,April 14,no,2,1,0,3
cumque ipsa dolorum,41,140,13-04-2023 08:04,April 14,yes,0,1,2,3
est enim consequatur,44,140,13-04-2023 08:04,April 14,no,5,1,0,6
mollitia blanditiis excepturi,50,140,13-04-2023 08:04,April 14,no,6,1,0,7
explicabo rerum sunt,54,140,13-04-2023 08:04,April 14,yes,2,1,2,5
voluptatem optio illum,57,140,13-04-2023 08:04,April 14,yes,1,1,2,4
illum deserunt recusandae,62,140,13-04-2023 08:04,April 14,no,3,1,0,4
quidem doloremque perspiciatis,63,140,13-04-2023 08:04,April 14,yes,1,1,2,4
totam amet ratione,65,140,13-04-2023 08:04,April 14,no,2,1,0,3
ratione voluptatem est,66,140,13-04-2023 08:04,April 14,no,4,1,0,5
nihil enim aut,67,140,13-04-2023 08:04,April 14,yes,2,1,2,5
recusandae enim perferendis,71,140,13-04-2023 08:04,April 14,yes,1,1,2,4
quis nihil magni,75,140,13-04-2023 08:04,April 14,no,2,1,0,3
eveniet corporis omnis,76,140,13-04-2023 08:04,April 14,yes,0,1,2,3
sapiente ea architecto,84,140,13-04-2023 08:04,April 14,no,5,1,0,6
sit qui amet,91,140,13-04-2023 08:04,April 14,no,6,1,0,7
aut at ipsum,97,140,13-04-2023 08:04,April 14,yes,2,1,2,5
et minima in,99,140,13-04-2023 08:04,April 14,yes,1,1,2,4
qui qui ab,2,141,13-04-2023 08:04,April 14,no,3,1,0,4
similique harum quo,4,141,13-04-2023 08:04,April 14,yes,1,1,2,4
quod doloribus animi,5,141,13-04-2023 08:04,April 14,no,2,1,0,3
eius amet nostrum,11,141,13-04-2023 08:04,April 14,no,4,1,0,5
ea similique molestias,12,141,13-04-2023 08:04,April 14,yes,2,1,2,5
ad omnis consequatur,13,141,13-04-2023 08:04,April 14,yes,1,1,2,4
ipsum repellat suscipit,14,141,13-04-2023 08:04,April 14,no,2,1,0,3
modi suscipit ut,15,141,13-04-2023 08:04,April 14,yes,0,1,2,3
est qui suscipit,17,141,13-04-2023 08:04,April 14,no,5,1,0,6
ut voluptas suscipit,20,141,13-04-2023 08:04,April 14,no,6,1,0,7
autem occaecati eius,21,141,13-04-2023 08:04,April 14,yes,2,1,2,5
dicta hic voluptatum,22,141,13-04-2023 08:04,April 14,yes,1,1,2,4
eaque culpa provident,24,141,13-04-2023 08:04,April 14,no,3,1,0,4
tenetur reprehenderit nulla,26,141,13-04-2023 08:04,April 14,yes,1,1,2,4
odio voluptatum consequatur,28,141,13-04-2023 08:04,April 14,no,2,1,0,3
ratione pariatur id,33,141,13-04-2023 08:04,April 14,no,4,1,0,5
aut delectus maiores,36,141,13-04-2023 08:04,April 14,yes,2,1,2,5
velit autem dignissimos,41,141,13-04-2023 08:04,April 14,yes,1,1,2,4
modi et sed,54,141,13-04-2023 08:04,April 14,no,2,1,0,3
sunt libero et,57,141,13-04-2023 08:04,April 14,yes,0,1,2,3
amet ipsa minima,60,141,13-04-2023 08:04,April 14,no,5,1,0,6
porro occaecati sint,66,141,13-04-2023 08:04,April 14,no,6,1,0,7
deleniti dolores culpa,71,141,13-04-2023 08:04,April 14,yes,2,1,2,5
molestiae ad saepe,75,141,13-04-2023 08:04,April 14,yes,1,1,2,4
et eveniet laudantium,76,141,13-04-2023 08:04,April 14,no,3,1,0,4
tempore qui aliquid,84,141,13-04-2023 08:04,April 14,yes,1,1,2,4
id quasi commodi,91,141,13-04-2023 08:04,April 14,no,2,1,0,3
et adipisci quia,96,141,13-04-2023 08:04,April 14,no,4,1,0,5
aut laboriosam eligendi,4,142,13-04-2023 08:04,April 14,yes,2,1,2,5
possimus iure amet,5,142,13-04-2023 08:04,April 14,yes,1,1,2,4
omnis enim aspernatur,11,142,13-04-2023 08:04,April 14,no,2,1,0,3
commodi quidem libero,14,142,13-04-2023 08:04,April 14,yes,0,1,2,3
atque quo impedit,21,142,13-04-2023 08:04,April 14,no,5,1,0,6
et totam quia,22,142,13-04-2023 08:04,April 14,no,6,1,0,7
temporibus et non,24,142,13-04-2023 08:04,April 14,yes,2,1,2,5
repellendus minima modi,33,142,13-04-2023 08:04,April 14,yes,1,1,2,4
aperiam eum odio,36,142,13-04-2023 08:04,April 14,no,3,1,0,4
ut explicabo id,41,142,13-04-2023 08:04,April 14,yes,1,1,2,4
quaerat deleniti voluptatem,42,142,13-04-2023 08:04,April 14,no,2,1,0,3
repudiandae qui iusto,44,142,13-04-2023 08:04,April 14,no,4,1,0,5
eos animi non,52,142,13-04-2023 08:04,April 14,yes,2,1,2,5
molestiae ea reprehenderit,54,142,13-04-2023 08:04,April 14,yes,1,1,2,4
ducimus nisi blanditiis,55,142,13-04-2023 08:04,April 14,no,2,1,0,3
alias aut adipisci,56,142,13-04-2023 08:04,April 14,yes,0,1,2,3
et quas voluptatem,57,142,13-04-2023 08:04,April 14,no,5,1,0,6
doloremque ut suscipit,66,142,13-04-2023 08:04,April 14,no,6,1,0,7
velit tempore provident,67,142,13-04-2023 08:04,April 14,yes,2,1,2,5
natus ipsa reiciendis,70,142,13-04-2023 08:04,April 14,yes,1,1,2,4
et laborum eos,71,142,13-04-2023 08:04,April 14,no,3,1,0,4
ipsa reiciendis quia,75,142,13-04-2023 08:04,April 14,yes,1,1,2,4
corporis laborum accusamus,76,142,13-04-2023 08:04,April 14,no,2,1,0,3
qui perspiciatis rem,84,142,13-04-2023 08:04,April 14,no,4,1,0,5
et nemo sed,91,142,13-04-2023 08:04,April 14,yes,2,1,2,5
exercitationem sit facere,92,142,13-04-2023 08:04,April 14,yes,1,1,2,4
et nostrum est,96,142,13-04-2023 08:04,April 14,no,2,1,0,3
sunt non fugiat,99,142,13-04-2023 08:04,April 14,yes,0,1,2,3
sit corrupti autem,3,143,13-04-2023 08:04,April 14,no,5,1,0,6
quisquam voluptas officiis,5,143,13-04-2023 08:04,April 14,no,6,1,0,7
deserunt officiis voluptatem,8,143,13-04-2023 08:04,April 14,yes,2,1,2,5
aspernatur ratione inventore,9,143,13-04-2023 08:04,April 14,yes,1,1,2,4
commodi omnis sequi,13,143,13-04-2023 08:04,April 14,no,3,1,0,4
eaque possimus eos,14,143,13-04-2023 08:04,April 14,yes,1,1,2,4
fuga error sit,16,143,13-04-2023 08:04,April 14,no,2,1,0,3
quia vel debitis,17,143,13-04-2023 08:04,April 14,no,4,1,0,5
aut in ad,21,143,13-04-2023 08:04,April 14,yes,2,1,2,5
voluptatem saepe occaecati,24,143,13-04-2023 08:04,April 14,yes,1,1,2,4
maxime eveniet pariatur,36,143,13-04-2023 08:04,April 14,no,2,1,0,3
reprehenderit minus maiores,39,143,13-04-2023 08:04,April 14,yes,0,1,2,3
repellat amet modi,41,143,13-04-2023 08:04,April 14,no,5,1,0,6
porro sint nisi,42,143,13-04-2023 08:04,April 14,no,6,1,0,7
esse quas sequi,46,143,13-04-2023 08:04,April 14,yes,2,1,2,5
et rem nisi,47,143,13-04-2023 08:04,April 14,yes,1,1,2,4
quod nemo sequi,48,143,13-04-2023 08:04,April 14,no,3,1,0,4
fuga iste veniam,50,143,13-04-2023 08:04,April 14,yes,1,1,2,4
sequi a earum,54,143,13-04-2023 08:04,April 14,no,2,1,0,3
fugiat et saepe,56,143,13-04-2023 08:04,April 14,no,4,1,0,5
vel ut dolorem,57,143,13-04-2023 08:04,April 14,yes,2,1,2,5
ipsum aut dignissimos,62,143,13-04-2023 08:04,April 14,yes,1,1,2,4
quo distinctio ipsum,63,143,13-04-2023 08:04,April 14,no,2,1,0,3
non perspiciatis beatae,66,143,13-04-2023 08:04,April 14,yes,0,1,2,3
aut laborum quibusdam,67,143,13-04-2023 08:04,April 14,no,5,1,0,6
atque voluptatem quam,69,143,13-04-2023 08:04,April 14,no,6,1,0,7
iste repellendus sint,71,143,13-04-2023 08:04,April 14,yes,2,1,2,5
maiores quia iste,72,143,13-04-2023 08:04,April 14,yes,1,1,2,4
deserunt maxime necessitatibus,73,143,13-04-2023 08:04,April 14,no,3,1,0,4
voluptatem ut debitis,75,143,13-04-2023 08:04,April 14,yes,1,1,2,4
excepturi odio ex,76,143,13-04-2023 08:04,April 14,no,2,1,0,3
nobis expedita qui,82,143,13-04-2023 08:04,April 14,no,4,1,0,5
possimus sapiente ullam,84,143,13-04-2023 08:04,April 14,yes,2,1,2,5
quasi facere est,91,143,13-04-2023 08:04,April 14,yes,1,1,2,4
cumque necessitatibus aliquid,92,143,13-04-2023 08:04,April 14,no,2,1,0,3
iusto corporis voluptate,94,143,13-04-2023 08:04,April 14,yes,0,1,2,3
dolores soluta cumque,5,144,13-04-2023 08:04,April 14,no,5,1,0,6
soluta quae consectetur,8,144,13-04-2023 08:04,April 14,no,6,1,0,7
autem ratione eaque,9,144,13-04-2023 08:04,April 14,yes,2,1,2,5
corporis incidunt qui,14,144,13-04-2023 08:04,April 14,yes,1,1,2,4
at illo et,21,144,13-04-2023 08:04,April 14,no,3,1,0,4
nesciunt facere id,24,144,13-04-2023 08:04,April 14,yes,1,1,2,4
id necessitatibus nulla,31,144,13-04-2023 08:04,April 14,no,2,1,0,3
facilis asperiores fuga,36,144,13-04-2023 08:04,April 14,no,4,1,0,5
perferendis et quasi,38,144,13-04-2023 08:04,April 14,yes,2,1,2,5
distinctio iusto eos,41,144,13-04-2023 08:04,April 14,yes,1,1,2,4
suscipit hic quo,50,144,13-04-2023 08:04,April 14,no,2,1,0,3
maxime vero incidunt,54,144,13-04-2023 08:04,April 14,yes,0,1,2,3
aut dolor odit,57,144,13-04-2023 08:04,April 14,no,5,1,0,6
id sit iusto,63,144,13-04-2023 08:04,April 14,no,6,1,0,7
rerum architecto reiciendis,66,144,13-04-2023 08:04,April 14,yes,2,1,2,5
